medal_code,athlete_name,country_code,discipline_code,event
1,HOPKIN Anna,GBR,SWM,Mixed 4 x 100m Medley Relay
1,PEATY Adam,GBR,SWM,Mixed 4 x 100m Medley Relay
2,ZHANG Yufei,CHN,SWM,Mixed 4 x 100m Medley Relay
2,YANG Junxuan,CHN,SWM,Mixed 4 x 100m Medley Relay
2,YAN Zibei,CHN,SWM,Mixed 4 x 100m Medley Relay
2,XU Jiayu,CHN,SWM,Mixed 4 x 100m Medley Relay
3,TEMPLE Matthew,AUS,SWM,Mixed 4 x 100m Medley Relay
3,THROSSELL Brianna,AUS,SWM,Mixed 4 x 100m Medley Relay
3,COOPER Isaac,AUS,SWM,Mixed 4 x 100m Medley Relay
3,STUBBLETY-COOK Izaac,AUS,SWM,Mixed 4 x 100m Medley Relay
3,McKEOWN Kaylee,AUS,SWM,Mixed 4 x 100m Medley Relay
3,McKEON Emma,AUS,SWM,Mixed 4 x 100m Medley Relay
3,CAMPBELL Bronte,AUS,SWM,Mixed 4 x 100m Medley Relay
1,McKEOWN Kaylee,AUS,SWM,Women's 200m Backstroke
2,MASSE Kylie,CAN,SWM,Women's 200m Backstroke
3,SEEBOHM Emily,AUS,SWM,Women's 200m Backstroke
1,LEDECKY Kathleen,USA,SWM,Women's 800m Freestyle
2,TITMUS Ariarne,AUS,SWM,Women's 800m Freestyle
3,QUADARELLA Simona,ITA,SWM,Women's 800m Freestyle
3,CARRENO BUSTA Pablo,ESP,TEN,Men's Singles
3,PEERS John,AUS,TEN,Mixed Doubles
3,BARTY Ashleigh,AUS,TEN,Mixed Doubles
3,PIGOSSI Laura,BRA,TEN,Women's Doubles
3,STEFANI Luisa,BRA,TEN,Women's Doubles
1,BENCIC Belinda,SUI,TEN,Women's Singles
2,VONDROUSOVA Marketa,CZE,TEN,Women's Singles
3,SVITOLINA Elina,UKR,TEN,Women's Singles
1,LITVINOVICH Ivan,BLR,GTR,Men
2,DONG Dong,CHN,GTR,Men
3,SCHMIDT Dylan,NZL,GTR,Men
1,TAYLOR-BROWN Georgia,GBR,TRI,Mixed Relay
1,YEE Alex,GBR,TRI,Mixed Relay
1,BROWNLEE Jonathan,GBR,TRI,Mixed Relay
1,LEARMONTH Jessica,GBR,TRI,Mixed Relay
2,ZAFERES Katie,USA,TRI,Mixed Relay
2,PEARSON Morgan,USA,TRI,Mixed Relay
2,KNIBB Taylor,USA,TRI,Mixed Relay
2,McDOWELL Kevin,USA,TRI,Mixed Relay
3,BEAUGRAND Cassandre,FRA,TRI,Mixed Relay
3,CONINX Dorian,FRA,TRI,Mixed Relay
3,LUIS Vincent,FRA,TRI,Mixed Relay
3,PERIAULT Leonie,FRA,TRI,Mixed Relay
1,LYU Xiaojun,CHN,WLF,Men's 81kg
2,BONNAT MICHEL Zacarias,DOM,WLF,Men's 81kg
3,PIZZOLATO Antonino,ITA,WLF,Men's 81kg
1,ELBAKH Fares Ibrahim E H,QAT,WLF,Men's 96kg
2,VALLENILLA SANCHEZ Keydomar Giovan.,VEN,WLF,Men's 96kg
3,PLIESNOI Anton,GEO,WLF,Men's 96kg
1,DOLGOPYAT Artem,ISR,GAR,Men's Floor Exercise
2,ZAPATA Rayderley,ESP,GAR,Men's Floor Exercise
3,XIAO Ruoteng,CHN,GAR,Men's Floor Exercise
1,WHITLOCK Max,GBR,GAR,Men's Pommel Horse
2,LEE Chih Kai,TPE,GAR,Men's Pommel Horse
3,KAYA Kazuma,JPN,GAR,Men's Pommel Horse
1,DERWAEL Nina,BEL,GAR,Women's Uneven Bars
2,ILIANKOVA Anastasiia,ROC,GAR,Women's Uneven Bars
3,LEE Sunisa,USA,GAR,Women's Uneven Bars
1,ANDRADE Rebeca,BRA,GAR,Women's Vault
2,SKINNER Mykayla,USA,GAR,Women's Vault
3,YEO Seojeong,KOR,GAR,Women's Vault
1,JACOBS Lamont Marcell,ITA,ATH,Men's 100m
2,KERLEY Fred,USA,ATH,Men's 100m
3,de GRASSE Andre,CAN,ATH,Men's 100m
1,BARSHIM Mutaz Essa,QAT,ATH,Men's High Jump
1,TAMBERI Gianmarco,ITA,ATH,Men's High Jump
3,NEDASEKAU Maksim,BLR,ATH,Men's High Jump
1,GONG Lijiao,CHN,ATH,Women's Shot Put
2,SAUNDERS Raven,USA,ATH,Women's Shot Put
3,ADAMS Valerie,NZL,ATH,Women's Shot Put
1,ROJAS Yulimar,VEN,ATH,Women's Triple Jump
2,MAMONA Patricia,POR,ATH,Women's Triple Jump
3,PELETEIRO Ana,ESP,ATH,Women's Triple Jump
1,CHEN Yu Fei,CHN,BDM,Women's Singles
2,TAI Tzu-Ying,TPE,BDM,Women's Singles
3,PUSARLA V. Sindhu,IND,BDM,Women's Singles
3,ALFONSO DOMINGUEZ Loren Berto,AZE,BOX,Men's Light Heavy (75-81kg)
3,KHATAEV Imam,ROC,BOX,Men's Light Heavy (75-81kg)
3,WALSH Aidan,IRL,BOX,Men's Welter (63-69kg)
3,ZAMKOVOI Andrei,ROC,BOX,Men's Welter (63-69kg)
1,MARTIN Logan,AUS,BMF,Men's Park
2,DHERS Daniel,VEN,BMF,Men's Park
3,BROOKS Declan,GBR,BMF,Men's Park
1,WORTHINGTON Charlotte,GBR,BMF,Women's Park
2,ROBERTS Hannah,USA,BMF,Women's Park
3,DUCARROZ Nikita,SUI,BMF,Women's Park
1,SHI Tingmao,CHN,DIV,Women's 3m Springboard
2,WANG Han,CHN,DIV,Women's 3m Springboard
3,PALMER Krysta,USA,DIV,Women's 3m Springboard
1,le PECHOUX Erwann,FRA,FEN,Men's Foil Team
1,LEFORT Enzo,FRA,FEN,Men's Foil Team
1,MERTINE Julien,FRA,FEN,Men's Foil Team
1,PAUTY Maxime,FRA,FEN,Men's Foil Team
2,SAFIN Timur,ROC,FEN,Men's Foil Team
2,BORODACHEV Kirill,ROC,FEN,Men's Foil Team
2,BORODACHEV Anton,ROC,FEN,Men's Foil Team
2,MYLNIKOV Vladislav,ROC,FEN,Men's Foil Team
3,ITKIN Nick,USA,FEN,Men's Foil Team
3,IMBODEN Race,USA,FEN,Men's Foil Team
3,MASSIALAS Alexander,USA,FEN,Men's Foil Team
3,MEINHARDT Gerek,USA,FEN,Men's Foil Team
1,SCHAUFFELE Xander,USA,GLF,Men's Individual Stroke Play
2,SABBATINI Rory,SVK,GLF,Men's Individual Stroke Play
3,PAN C T,TPE,GLF,Men's Individual Stroke Play
1,WEARN Matt,AUS,SAL,Men's One Person Dinghy - Laser
2,STIPANOVIC Tonci,CRO,SAL,Men's One Person Dinghy - Laser
3,TOMASGAARD Hermann,NOR,SAL,Men's One Person Dinghy - Laser
1,RINDOM Anne-Marie,DEN,SAL,Women's One Person Dinghy - Laser Radial
2,OLSSON Josefin,SWE,SAL,Women's One Person Dinghy - Laser Radial
3,BOUWMEESTER Marit,NED,SAL,Women's One Person Dinghy - Laser Radial
1,FINKE Robert,USA,SWM,Men's 1500m Freestyle
2,ROMANCHUK Mykhailo,UKR,SWM,Men's 1500m Freestyle
3,WELLBROCK Florian,GER,SWM,Men's 1500m Freestyle
1,ARMSTRONG Joseph,USA,SWM,Men's 4 x 100m Medley Relay
1,WILSON Andrew,USA,SWM,Men's 4 x 100m Medley Relay
1,DRESSEL Caeleb,USA,SWM,Men's 4 x 100m Medley Relay
1,APPLE Zach,USA,SWM,Men's 4 x 100m Medley Relay
1,SHIELDS Tom,USA,SWM,Men's 4 x 100m Medley Relay
1,PIERONI Blake,USA,SWM,Men's 4 x 100m Medley Relay
1,ANDREW Michael,USA,SWM,Men's 4 x 100m Medley Relay
1,MURPHY Ryan,USA,SWM,Men's 4 x 100m Medley Relay
2,WILBY James,GBR,SWM,Men's 4 x 100m Medley Relay
2,SCOTT Duncan,GBR,SWM,Men's 4 x 100m Medley Relay
2,GREENBANK Luke,GBR,SWM,Men's 4 x 100m Medley Relay
2,GUY James,GBR,SWM,Men's 4 x 100m Medley Relay
2,PEATY Adam,GBR,SWM,Men's 4 x 100m Medley Relay
3,MIRESSI Alessandro,ITA,SWM,Men's 4 x 100m Medley Relay
3,MARTINENGHI Nicolo,ITA,SWM,Men's 4 x 100m Medley Relay
3,CECCON Thomas,ITA,SWM,Men's 4 x 100m Medley Relay
3,BURDISSO Federico,ITA,SWM,Men's 4 x 100m Medley Relay
1,DRESSEL Caeleb,USA,SWM,Men's 50m Freestyle
2,MANAUDOU Florent,FRA,SWM,Men's 50m Freestyle
3,FRATUS Bruno,BRA,SWM,Men's 50m Freestyle
1,O'CALLAGHAN Mollie,AUS,SWM,Women's 4 x 100m Medley Relay
1,THROSSELL Brianna,AUS,SWM,Women's 4 x 100m Medley Relay
1,SEEBOHM Emily,AUS,SWM,Women's 4 x 100m Medley Relay
1,HODGES Chelsea,AUS,SWM,Women's 4 x 100m Medley Relay
1,McKEON Emma,AUS,SWM,Women's 4 x 100m Medley Relay
1,CAMPBELL Cate,AUS,SWM,Women's 4 x 100m Medley Relay
1,McKEOWN Kaylee,AUS,SWM,Women's 4 x 100m Medley Relay
2,SMITH Regan,USA,SWM,Women's 4 x 100m Medley Relay
2,KING Lilly,USA,SWM,Women's 4 x 100m Medley Relay
2,HUSKE Torri,USA,SWM,Women's 4 x 100m Medley Relay
2,CURZAN Claire,USA,SWM,Women's 4 x 100m Medley Relay
2,WEITZEIL Abbey,USA,SWM,Women's 4 x 100m Medley Relay
2,BROWN Erika,USA,SWM,Women's 4 x 100m Medley Relay
2,JACOBY Lydia,USA,SWM,Women's 4 x 100m Medley Relay
2,WHITE Rhyan Elizabeth,USA,SWM,Women's 4 x 100m Medley Relay
3,RUCK Taylor,CAN,SWM,Women's 4 x 100m Medley Relay
3,MACNEIL Margaret,CAN,SWM,Women's 4 x 100m Medley Relay
3,SANCHEZ Kayla,CAN,SWM,Women's 4 x 100m Medley Relay
3,MASSE Kylie,CAN,SWM,Women's 4 x 100m Medley Relay
3,PICKREM Sydney,CAN,SWM,Women's 4 x 100m Medley Relay
3,OLEKSIAK Penny,CAN,SWM,Women's 4 x 100m Medley Relay
1,McKEON Emma,AUS,SWM,Women's 50m Freestyle
2,SJOESTROEM Sarah,SWE,SWM,Women's 50m Freestyle
3,BLUME Pernille,DEN,SWM,Women's 50m Freestyle
1,ZVEREV Alexander,GER,TEN,Men's Singles
2,KHACHANOV Karen,ROC,TEN,Men's Singles
1,RUBLEV Andrey,ROC,TEN,Mixed Doubles
1,PAVLYUCHENKOVA Anastasia,ROC,TEN,Mixed Doubles
2,KARATSEV Aslan,ROC,TEN,Mixed Doubles
2,VESNINA Elena,ROC,TEN,Mixed Doubles
1,KREJCIKOVA Barbora,CZE,TEN,Women's Doubles
1,SINIAKOVA Katerina,CZE,TEN,Women's Doubles
2,BENCIC Belinda,SUI,TEN,Women's Doubles
2,GOLUBIC Viktorija,SUI,TEN,Women's Doubles
1,DAJOMES BARRERA Neisi Patricia,ECU,WLF,Women's 76kg
2,NYE Katherine Elizabeth,USA,WLF,Women's 76kg
3,FUENTES ZAVALA Aremi,MEX,WLF,Women's 76kg
1,LIU Yang,CHN,GAR,Men's Rings
2,YOU Hao,CHN,GAR,Men's Rings
3,PETROUNIAS Eleftherios,GRE,GAR,Men's Rings
1,SHIN Jeahwan,KOR,GAR,Men's Vault
2,ABLIAZIN Denis,ROC,GAR,Men's Vault
3,DAVTYAN Artur,ARM,GAR,Men's Vault
1,CAREY Jade,USA,GAR,Women's Floor Exercise
2,FERRARI Vanessa,ITA,GAR,Women's Floor Exercise
3,MURAKAMI Mai,JPN,GAR,Women's Floor Exercise
3,MELNIKOVA Angelina,ROC,GAR,Women's Floor Exercise
1,EL BAKKALI Soufiane,MAR,ATH,Men's 3000m Steeplechase
2,GIRMA Lamecha,ETH,ATH,Men's 3000m Steeplechase
3,KIGEN Benjamin,KEN,ATH,Men's 3000m Steeplechase
1,TENTOGLOU Miltiadis,GRE,ATH,Men's Long Jump
2,ECHEVARRIA Juan Miguel,CUB,ATH,Men's Long Jump
3,MASSO Maykel,CUB,ATH,Men's Long Jump
1,CAMACHO-QUINN Jasmine,PUR,ATH,Women's 100m Hurdles
2,HARRISON Kendra,USA,ATH,Women's 100m Hurdles
3,TAPPER Megan,JAM,ATH,Women's 100m Hurdles
1,HASSAN Sifan,NED,ATH,Women's 5000m
2,OBIRI Hellen,KEN,ATH,Women's 5000m
3,TSEGAY Gudaf,ETH,ATH,Women's 5000m
1,ALLMAN Valarie,USA,ATH,Women's Discus Throw
2,PUDENZ Kristin,GER,ATH,Women's Discus Throw
3,PEREZ Yaime,CUB,ATH,Women's Discus Throw
1,AXELSEN Viktor,DEN,BDM,Men's Singles
2,CHEN Long,CHN,BDM,Men's Singles
3,GINTING Anthony Sinisuka,INA,BDM,Men's Singles
1,Greysia POLII,INA,BDM,Women's Doubles
1,RAHAYU Apriyani,INA,BDM,Women's Doubles
2,CHEN Qing Chen,CHN,BDM,Women's Doubles
2,JIA Yi Fan,CHN,BDM,Women's Doubles
3,KIM Soyeong,KOR,BDM,Women's Doubles
3,KONG Heeyong,KOR,BDM,Women's Doubles
1,ZHONG Tianshi,CHN,CTR,Women's Team Sprint
1,BAO Shanju,CHN,CTR,Women's Team Sprint
2,HINZE Emma,GER,CTR,Women's Team Sprint
2,FRIEDRICH Lea Sophie,GER,CTR,Women's Team Sprint
3,VOINOVA Anastasiia,ROC,CTR,Women's Team Sprint
3,SHMELEVA Daria,ROC,CTR,Women's Team Sprint
1,KRAJEWSKI Julia,GER,EQU,Eventing Individual
2,McEWEN Tom,GBR,EQU,Eventing Individual
3,HOY Andrew,AUS,EQU,Eventing Individual
1,McEWEN Tom,GBR,EQU,Eventing Team
1,TOWNEND Oliver,GBR,EQU,Eventing Team
1,COLLETT Laura,GBR,EQU,Eventing Team
2,ROSE Shane,AUS,EQU,Eventing Team
2,McNAB Kevin,AUS,EQU,Eventing Team
2,HOY Andrew,AUS,EQU,Eventing Team
3,LAGHOUAG Karim Florent,FRA,EQU,Eventing Team
3,SIX Christopher,FRA,EQU,Eventing Team
3,TOUZAINT Nicolas,FRA,EQU,Eventing Team
1,QUIQUAMPOIX Jean,FRA,SHO,25m Rapid Fire Pistol Men
2,PUPO Leuris,CUB,SHO,25m Rapid Fire Pistol Men
3,LI Yuehong,CHN,SHO,25m Rapid Fire Pistol Men
1,ZHANG Changhong,CHN,SHO,50m Rifle 3 Positions Men
2,KAMENSKIY Sergey,ROC,SHO,50m Rifle 3 Positions Men
3,SEBIC Milenko,SRB,SHO,50m Rifle 3 Positions Men
1,LI Wenwen,CHN,WLF,Women's +87kg
2,CAMPBELL Emily Jade,GBR,WLF,Women's +87kg
3,ROBLES Sarah Elizabeth,USA,WLF,Women's +87kg
1,WANG Zhouyu,CHN,WLF,Women's 87kg
2,SALAZAR ARCE Tamara Yajaira,ECU,WLF,Women's 87kg
3,SANTANA PEGUERO Crismery Dominga,DOM,WLF,Women's 87kg
1,LOPEZ NUNEZ Mijain,CUB,WRE,Men's Greco-Roman 130kg
2,KAJAIA Iakobi,GEO,WRE,Men's Greco-Roman 130kg
3,KAYAALP Riza,TUR,WRE,Men's Greco-Roman 130kg
3,SEMENOV Sergei,ROC,WRE,Men's Greco-Roman 130kg
1,ORTA SANCHEZ Luis Alberto,CUB,WRE,Men's Greco-Roman 60kg
2,FUMITA Kenichiro,JPN,WRE,Men's Greco-Roman 60kg
3,EMELIN Sergey,ROC,WRE,Men's Greco-Roman 60kg
3,WALIHAN Sailike,CHN,WRE,Men's Greco-Roman 60kg
1,ROTTER FOCKEN Aline,GER,WRE,Women's Freestyle 76kg
2,GRAY Adeline Maria,USA,WRE,Women's Freestyle 76kg
3,ADAR Yasemin,TUR,WRE,Women's Freestyle 76kg
3,ZHOU Qian,CHN,WRE,Women's Freestyle 76kg
1,HASHIMOTO Daiki,JPN,GAR,Men's Horizontal Bar
2,SRBIC Tin,CRO,GAR,Men's Horizontal Bar
3,NAGORNYY Nikita,ROC,GAR,Men's Horizontal Bar
1,ZOU Jingyuan,CHN,GAR,Men's Parallel Bars
2,DAUSER Lukas,GER,GAR,Men's Parallel Bars
3,ARICAN Ferhat,TUR,GAR,Men's Parallel Bars
1,GUAN Chenchen,CHN,GAR,Women's Balance Beam
2,TANG Xijing,CHN,GAR,Women's Balance Beam
3,BILES Simone,USA,GAR,Women's Balance Beam
1,WARHOLM Karsten,NOR,ATH,Men's 400m Hurdles
2,BENJAMIN Rai,USA,ATH,Men's 400m Hurdles
3,dos SANTOS Alison,BRA,ATH,Men's 400m Hurdles
1,DUPLANTIS Armand,SWE,ATH,Men's Pole Vault
2,NILSEN Christopher,USA,ATH,Men's Pole Vault
3,BRAZ Thiago,BRA,ATH,Men's Pole Vault
1,THOMPSON-HERAH Elaine,JAM,ATH,Women's 200m
2,MBOMA Christine,NAM,ATH,Women's 200m
3,THOMAS Gabrielle,USA,ATH,Women's 200m
1,MU Athing,USA,ATH,Women's 800m
2,HODGKINSON Keely,GBR,ATH,Women's 800m
3,ROGERS Raevyn,USA,ATH,Women's 800m
1,WLODARCZYK Anita,POL,ATH,Women's Hammer Throw
2,WANG Zheng,CHN,ATH,Women's Hammer Throw
3,KOPRON Malwina,POL,ATH,Women's Hammer Throw
1,MIHAMBO Malaika,GER,ATH,Women's Long Jump
2,REESE Brittney,USA,ATH,Women's Long Jump
3,BRUME Ese,NGR,ATH,Women's Long Jump
3,ALVAREZ Lazaro,CUB,BOX,Men's Feather (52-57kg)
3,TAKYI Samuel,GHA,BOX,Men's Feather (52-57kg)
3,NYIKA David,NZL,BOX,Men's Heavy (81-91kg)
3,TEIXEIRA Abner,BRA,BOX,Men's Heavy (81-91kg)
1,IGLESIAS Roniel,CUB,BOX,Men's Welter (63-69kg)
2,McCORMACK Pat,GBR,BOX,Men's Welter (63-69kg)
1,IRIE Sena,JPN,BOX,Women's Feather (54-57kg)
2,PETECIO Nesthy,PHI,BOX,Women's Feather (54-57kg)
1,JORGE ENRIQUEZ Fernando Dayan,CUB,CSP,Men's Canoe Double 1000m
1,TORRES MADRIGAL Serguey,CUB,CSP,Men's Canoe Double 1000m
2,LIU Hao,CHN,CSP,Men's Canoe Double 1000m
2,ZHENG Pengfei,CHN,CSP,Men's Canoe Double 1000m
3,HECKER Tim,GER,CSP,Men's Canoe Double 1000m
3,BRENDEL Sebastian,GER,CSP,Men's Canoe Double 1000m
1,KOPASZ Balint,HUN,CSP,Men's Kayak Single 1000m
2,VARGA Adam,HUN,CSP,Men's Kayak Single 1000m
3,PIMENTA Fernando,POR,CSP,Men's Kayak Single 1000m
1,CARRINGTON Lisa,NZL,CSP,Women's Kayak Double 500m
1,REGAL Caitlin,NZL,CSP,Women's Kayak Double 500m
2,PULAWSKA Anna,POL,CSP,Women's Kayak Double 500m
2,NAJA Karolina,POL,CSP,Women's Kayak Double 500m
3,KOZAK Danuta,HUN,CSP,Women's Kayak Double 500m
3,BODONYI Dora,HUN,CSP,Women's Kayak Double 500m
1,CARRINGTON Lisa,NZL,CSP,Women's Kayak Single 200m
2,PORTELA Teresa,ESP,CSP,Women's Kayak Single 200m
3,JORGENSEN Emma Aastrand,DEN,CSP,Women's Kayak Single 200m
1,van den BERG Roy,NED,CTR,Men's Team Sprint
1,HOOGLAND Jeffrey,NED,CTR,Men's Team Sprint
1,BUCHLI Matthijs,NED,CTR,Men's Team Sprint
1,LAVREYSEN Harrie,NED,CTR,Men's Team Sprint
2,CARLIN Jack,GBR,CTR,Men's Team Sprint
2,KENNY Jason,GBR,CTR,Men's Team Sprint
2,OWENS Ryan,GBR,CTR,Men's Team Sprint
3,VIGIER Sebastien,FRA,CTR,Men's Team Sprint
3,HELAL Rayan,FRA,CTR,Men's Team Sprint
3,GRENGBO Florian,FRA,CTR,Men's Team Sprint
1,BRENNAUER Lisa,GER,CTR,Women's Team Pursuit
1,BRAUSSE Franziska,GER,CTR,Women's Team Pursuit
1,KROEGER Mieke,GER,CTR,Women's Team Pursuit
1,KLEIN Lisa,GER,CTR,Women's Team Pursuit
2,ARCHIBALD Katie,GBR,CTR,Women's Team Pursuit
2,BARKER Elinor,GBR,CTR,Women's Team Pursuit
2,EVANS Neah,GBR,CTR,Women's Team Pursuit
2,KENNY Laura,GBR,CTR,Women's Team Pursuit
2,KNIGHT Josie,GBR,CTR,Women's Team Pursuit
3,WILLIAMS Lily,USA,CTR,Women's Team Pursuit
3,DYGERT Chloe,USA,CTR,Women's Team Pursuit
3,WHITE Emma,USA,CTR,Women's Team Pursuit
3,VALENTE Jennifer,USA,CTR,Women's Team Pursuit
3,JASTRAB Megan,USA,CTR,Women's Team Pursuit
1,XIE Siyi,CHN,DIV,Men's 3m Springboard
2,WANG Zongyuan,CHN,DIV,Men's 3m Springboard
3,LAUGHER Jack,GBR,DIV,Men's 3m Springboard
1,SCOTT Giles,GBR,SAL,Men's One Person Dinghy (Heavyweight) - Finn
2,BERECZ Zsombor,HUN,SAL,Men's One Person Dinghy (Heavyweight) - Finn
3,CARDONA MENDEZ Joan,ESP,SAL,Men's One Person Dinghy (Heavyweight) - Finn
1,BITHELL Stuart,GBR,SAL,Men's Skiff - 49er
1,FLETCHER Dylan,GBR,SAL,Men's Skiff - 49er
2,BURLING Peter,NZL,SAL,Men's Skiff - 49er
2,TUKE Blair,NZL,SAL,Men's Skiff - 49er
3,HEIL Erik,GER,SAL,Men's Skiff - 49er
3,PLOESSEL Thomas,GER,SAL,Men's Skiff - 49er
1,BANTI Caterina,ITA,SAL,Mixed Multihull - Nacra 17 Foiling
1,TITA Ruggero,ITA,SAL,Mixed Multihull - Nacra 17 Foiling
2,GIMSON John,GBR,SAL,Mixed Multihull - Nacra 17 Foiling
2,BURNET Anna,GBR,SAL,Mixed Multihull - Nacra 17 Foiling
3,STUHLEMMER Alica,GER,SAL,Mixed Multihull - Nacra 17 Foiling
3,KOHLHOFF Paul,GER,SAL,Mixed Multihull - Nacra 17 Foiling
1,KUNZE Kahena,BRA,SAL,Women's Skiff - 49er FX
1,GRAEL Martine,BRA,SAL,Women's Skiff - 49er FX
2,BEUCKE Susann,GER,SAL,Women's Skiff - 49er FX
2,LUTZ Tina,GER,SAL,Women's Skiff - 49er FX
3,BEKKERING Annemiek,NED,SAL,Women's Skiff - 49er FX
3,DUETZ Annette,NED,SAL,Women's Skiff - 49er FX
1,DJURAEV Akbar,UZB,WLF,Men's 109kg
2,MARTIROSYAN Simon,ARM,WLF,Men's 109kg
3,PLESNIEKS Arturs,LAT,WLF,Men's 109kg
1,LORINCZ Tamas,HUN,WRE,Men's Greco-Roman 77kg
2,MAKHMUDOV Akzhol,KGZ,WRE,Men's Greco-Roman 77kg
3,HUSEYNOV Rafig,AZE,WRE,Men's Greco-Roman 77kg
3,YABIKU Shohei,JPN,WRE,Men's Greco-Roman 77kg
1,EVLOEV Musa,ROC,WRE,Men's Greco-Roman 97kg
2,ALEKSANYAN Artur,ARM,WRE,Men's Greco-Roman 97kg
3,MICHALIK Tadeusz,POL,WRE,Men's Greco-Roman 97kg
3,SARAVI Mohammadhadi,IRI,WRE,Men's Greco-Roman 97kg
1,MENSAH STOCK Tamyra Mariama,USA,WRE,Women's Freestyle 68kg
2,OBORUDUDU Blessing,NGR,WRE,Women's Freestyle 68kg
3,CHERKASOVA Alla,UKR,WRE,Women's Freestyle 68kg
3,ZHUMANAZAROVA Meerim,KGZ,WRE,Women's Freestyle 68kg
1,KOLESNICHENKO Svetlana,ROC,SWA,Duet
1,ROMASHINA Svetlana,ROC,SWA,Duet
2,HUANG Xuechen,CHN,SWA,Duet
2,SUN Wenyan,CHN,SWA,Duet
3,SAVCHUK Anastasiya,UKR,SWA,Duet
3,FIEDINA Marta,UKR,SWA,Duet
1,de GRASSE Andre,CAN,ATH,Men's 200m
2,BEDNAREK Kenneth,USA,ATH,Men's 200m
3,LYLES Noah,USA,ATH,Men's 200m
1,KORIR Emmanuel Kipkurui,KEN,ATH,Men's 800m
2,ROTICH Ferguson Cheruiyot,KEN,ATH,Men's 800m
3,DOBEK Patryk,POL,ATH,Men's 800m
1,WARNER Damian,CAN,ATH,Men's Decathlon
2,MAYER Kevin,FRA,ATH,Men's Decathlon
3,MOLONEY Ashley,AUS,ATH,Men's Decathlon
1,NOWICKI Wojciech,POL,ATH,Men's Hammer Throw
2,HENRIKSEN Eivind,NOR,ATH,Men's Hammer Throw
3,FAJDEK Pawel,POL,ATH,Men's Hammer Throw
1,CHEMUTAI Peruth,UGA,ATH,Women's 3000m Steeplechase
2,FRERICHS Courtney,USA,ATH,Women's 3000m Steeplechase
3,KIYENG Hyvin,KEN,ATH,Women's 3000m Steeplechase
1,McLAUGHLIN Sydney,USA,ATH,Women's 400m Hurdles
2,MUHAMMAD Dalilah,USA,ATH,Women's 400m Hurdles
3,BOL Femke,NED,ATH,Women's 400m Hurdles
1,THIAM Nafissatou,BEL,ATH,Women's Heptathlon
2,VETTER Anouk,NED,ATH,Women's Heptathlon
3,OOSTERWEGEL Emma,NED,ATH,Women's Heptathlon
1,LOPEZ Arlen,CUB,BOX,Men's Light Heavy (75-81kg)
2,WHITTAKER Benjamin,GBR,BOX,Men's Light Heavy (75-81kg)
3,KUNKABAYEV Kamshybek,KAZ,BOX,Men's Super Heavy (+91kg)
3,CLARKE Frazer,GBR,BOX,Men's Super Heavy (+91kg)
3,HUANG Hsiao-Wen,TPE,BOX,Women's Fly (48-51kg)
3,NAMIKI Tsukimi,JPN,BOX,Women's Fly (48-51kg)
3,BORGOHAIN Lovlina,IND,BOX,Women's Welter (64-69kg)
3,JONES Oshae,USA,BOX,Women's Welter (64-69kg)
1,CONSONNI Simone,ITA,CTR,Men's Team Pursuit
1,GANNA Filippo,ITA,CTR,Men's Team Pursuit
1,MILAN Jonathan,ITA,CTR,Men's Team Pursuit
1,LAMON Francesco,ITA,CTR,Men's Team Pursuit
2,LARSEN Niklas,DEN,CTR,Men's Team Pursuit
2,MADSEN Frederik,DEN,CTR,Men's Team Pursuit
2,HANSEN Lasse Norman,DEN,CTR,Men's Team Pursuit
2,PEDERSEN Rasmus,DEN,CTR,Men's Team Pursuit
3,O'BRIEN Kelland,AUS,CTR,Men's Team Pursuit
3,WELSFORD Sam,AUS,CTR,Men's Team Pursuit
3,PLAPP Lucas,AUS,CTR,Men's Team Pursuit
3,HOWARD Leigh,AUS,CTR,Men's Team Pursuit
3,PORTER Alexander,AUS,CTR,Men's Team Pursuit
1,MAHER Ben,GBR,EQU,Jumping Individual
2,FREDRICSON Peder,SWE,EQU,Jumping Individual
3,van der VLEUTEN Maikel,NED,EQU,Jumping Individual
1,CUNHA Ana Marcela,BRA,OWS,Women's 10km
2,van ROUWENDAAL Sharon,NED,OWS,Women's 10km
3,LEE Kareena,AUS,OWS,Women's 10km
1,RYAN Will,AUS,SAL,Men's Two Person Dinghy - 470
1,BELCHER Mathew,AUS,SAL,Men's Two Person Dinghy - 470
2,BERGSTROM Fredrik,SWE,SAL,Men's Two Person Dinghy - 470
2,DAHLBERG Anton,SWE,SAL,Men's Two Person Dinghy - 470
3,RODRIGUEZ GARCIA-PAZ Nicolas,ESP,SAL,Men's Two Person Dinghy - 470
3,XAMMAR Jordi,ESP,SAL,Men's Two Person Dinghy - 470
1,McINTYRE Eilidh,GBR,SAL,Women's Two Person Dinghy - 470
1,MILLS Hannah,GBR,SAL,Women's Two Person Dinghy - 470
2,SKRZYPULEC Agnieszka,POL,SAL,Women's Two Person Dinghy - 470
2,OGAR Jolanta,POL,SAL,Women's Two Person Dinghy - 470
3,LECOINTRE Camille,FRA,SAL,Women's Two Person Dinghy - 470
3,RETORNAZ Aloise,FRA,SAL,Women's Two Person Dinghy - 470
1,YOSOZUMI Sakura,JPN,SKB,Women's Park
2,HIRAKI Kokona,JPN,SKB,Women's Park
3,BROWN Sky,GBR,SKB,Women's Park
